graph_nr,metric_name,_metric_value,save_name,node
0.0,density,0.17011494252873563,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
0.0,avg_clustering_coef,0.34134920634920635,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
0.0,prop_nodes_lcc,1.0,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
0.0,radius,0.8820423113856182,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
0.0,diameter,1.1760564151808242,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
0.0,avg_shortest_path,0.6799498584321316,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
0.0,modularity,0.4550766983199416,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
1.0,density,0.0896551724137931,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
1.0,avg_clustering_coef,0.14222222222222222,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
1.0,prop_nodes_lcc,1.0,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
1.0,radius,1.4700705189760301,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
1.0,diameter,2.6461269341568543,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
1.0,avg_shortest_path,1.0726445579838897,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
1.0,modularity,0.556870479947403,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
2.0,density,0.12873563218390804,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
2.0,avg_clustering_coef,0.16904761904761903,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
2.0,prop_nodes_lcc,1.0,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
2.0,radius,0.8820423113856182,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
2.0,diameter,1.4700705189760301,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
2.0,avg_shortest_path,0.8151287567287782,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
2.0,modularity,0.43160076530612246,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
3.0,density,0.12183908045977011,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
3.0,avg_clustering_coef,0.3196031746031746,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
3.0,prop_nodes_lcc,1.0,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
3.0,radius,1.1760564151808242,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
3.0,diameter,1.4700705189760301,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
3.0,avg_shortest_path,0.8394609584221745,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
3.0,modularity,0.467248131007476,global-expressive_gpt-4o_w_names_w_interests_w_reason_random,
