graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.151244838848832,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
0.0,race/ethnicity,1.1342592592592593,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
0.0,age,1.5980972381316025,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
0.0,religion,1.0413794687988236,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
0.0,political affiliation,1.3333180034338976,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
0.0,gender,0.8543298907882241,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
0.0,race/ethnicity,0.8792707436118289,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
0.0,age,0.6566921873283988,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
0.0,religion,0.9797129854915743,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
0.0,political affiliation,0.6758066440031014,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
1.0,gender,1.101134125117142,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
1.0,race/ethnicity,1.092449464922711,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
1.0,age,1.6935260891890827,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
1.0,religion,1.0481731838795243,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
1.0,political affiliation,1.2821610717819898,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
1.0,gender,0.9025935750073681,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
1.0,race/ethnicity,0.9168671478214382,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
1.0,age,0.6878801285185775,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
1.0,religion,0.9763822468327878,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
1.0,political affiliation,0.7255631443537491,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
2.0,gender,1.06690671797005,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
2.0,race/ethnicity,1.0065328663793103,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
2.0,age,1.7759342783505156,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
2.0,religion,1.0686453163771712,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
2.0,political affiliation,1.3468155008278146,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
2.0,gender,0.9355593950320513,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
2.0,race/ethnicity,0.994125484496124,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
2.0,age,0.7086206548545257,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
2.0,religion,0.9663454227493916,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
2.0,political affiliation,0.6626786433172304,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
3.0,gender,1.2600211768265013,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
3.0,race/ethnicity,1.1264367816091954,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
3.0,age,1.4287201916067898,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
3.0,religion,1.179036017745695,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
3.0,political affiliation,1.3520971302428255,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
3.0,gender,0.7495629370629371,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
3.0,race/ethnicity,0.8863049095607236,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
3.0,age,0.767904819606179,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
3.0,religion,0.9122244341222442,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
3.0,political affiliation,0.6575415995705851,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
4.0,gender,1.1000184877056756,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
4.0,race/ethnicity,0.8884099616858238,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
4.0,age,1.4533218785796105,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
4.0,religion,1.0011717673007996,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
4.0,political affiliation,1.150892200147167,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
4.0,gender,0.9036680911680911,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
4.0,race/ethnicity,1.100344530577089,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
4.0,age,0.646226215058604,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
4.0,religion,0.9994255204109217,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
4.0,political affiliation,0.8532385042046878,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
5.0,gender,0.9279926409913017,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
5.0,race/ethnicity,1.0131062517521727,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
5.0,age,1.437431900092197,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
5.0,religion,1.0379471040367974,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
5.0,political affiliation,1.3191191514564153,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
5.0,gender,1.0693532416093392,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
5.0,race/ethnicity,0.9882145333081239,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
5.0,age,0.6312860976588394,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
5.0,religion,0.9813957628627381,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
5.0,political affiliation,0.6896167995496381,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
6.0,gender,1.1095905246679598,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
6.0,race/ethnicity,1.287237298510508,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
6.0,age,1.444722340836536,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
6.0,religion,1.0072386098345252,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
6.0,political affiliation,1.0800775892472276,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
6.0,gender,0.8944488696707632,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
6.0,race/ethnicity,0.7417090959130316,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
6.0,age,0.8531552076165473,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
6.0,religion,0.996451143840251,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
6.0,political affiliation,0.9221145508770927,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
7.0,gender,1.1364896889023346,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
7.0,race/ethnicity,1.1520376175548588,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
7.0,age,1.5307716338644175,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
7.0,religion,1.252725768854801,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
7.0,political affiliation,1.3520971302428255,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
7.0,gender,0.868541181041181,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
7.0,race/ethnicity,0.8632840028188865,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
7.0,age,0.7583141831989488,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
7.0,religion,0.8760967337609673,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
7.0,political affiliation,0.6575415995705851,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
8.0,gender,1.1684347743145713,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
8.0,race/ethnicity,1.237645508455963,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
8.0,age,1.4747083415413575,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
8.0,religion,1.239114286165858,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
8.0,political affiliation,1.3434850466107058,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,same_ratio
8.0,gender,0.8377735587130491,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
8.0,race/ethnicity,0.7863032637140177,global-expressive_gpt-4o_w_names_w_interests_w_reason_disease,cross_ratio
