graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.0919301164725457,sequential_gpt-4o_n5,same_ratio
0.0,age,1.4175257731958764,sequential_gpt-4o_n5,same_ratio
0.0,race/ethnicity,1.2607758620689655,sequential_gpt-4o_n5,same_ratio
0.0,religion,1.4873798076923075,sequential_gpt-4o_n5,same_ratio
0.0,political affiliation,2.0278702163061566,sequential_gpt-4o_n5,same_ratio
0.0,gender,0.9114583333333334,sequential_gpt-4o_n5,cross_ratio
0.0,age,0.7233346055606118,sequential_gpt-4o_n5,cross_ratio
0.0,race/ethnicity,0.7655038759689923,sequential_gpt-4o_n5,cross_ratio
0.0,religion,0.7493819530284301,sequential_gpt-4o_n5,cross_ratio
0.0,political affiliation,0.01001602564102564,sequential_gpt-4o_n5,cross_ratio
1.0,gender,1.1999490097149912,sequential_gpt-4o_n5,same_ratio
1.0,age,1.256096885046004,sequential_gpt-4o_n5,same_ratio
1.0,race/ethnicity,1.3115266963292547,sequential_gpt-4o_n5,same_ratio
1.0,religion,1.2348790322580645,sequential_gpt-4o_n5,same_ratio
1.0,political affiliation,1.9971754065804306,sequential_gpt-4o_n5,same_ratio
1.0,gender,0.807420905707196,sequential_gpt-4o_n5,cross_ratio
1.0,age,0.8722935179862316,sequential_gpt-4o_n5,cross_ratio
1.0,race/ethnicity,0.7198674668667167,sequential_gpt-4o_n5,cross_ratio
1.0,religion,0.8792216595558037,sequential_gpt-4o_n5,cross_ratio
1.0,political affiliation,0.03957945616211745,sequential_gpt-4o_n5,cross_ratio
2.0,gender,1.0981083188535712,sequential_gpt-4o_n5,same_ratio
2.0,age,1.2116255183170388,sequential_gpt-4o_n5,same_ratio
2.0,race/ethnicity,1.215803537345718,sequential_gpt-4o_n5,same_ratio
2.0,religion,1.2713330258302582,sequential_gpt-4o_n5,same_ratio
2.0,political affiliation,2.038269550748752,sequential_gpt-4o_n5,same_ratio
2.0,gender,0.9055078531554547,sequential_gpt-4o_n5,cross_ratio
2.0,age,0.8399327189302543,sequential_gpt-4o_n5,cross_ratio
2.0,race/ethnicity,0.8059441059526875,sequential_gpt-4o_n5,cross_ratio
2.0,religion,0.8604764663221415,sequential_gpt-4o_n5,cross_ratio
2.0,political affiliation,0.0,sequential_gpt-4o_n5,cross_ratio
3.0,gender,1.1588131456033515,sequential_gpt-4o_n5,same_ratio
3.0,age,1.3889615713363686,sequential_gpt-4o_n5,same_ratio
3.0,race/ethnicity,1.0935585506739016,sequential_gpt-4o_n5,same_ratio
3.0,religion,1.5097252049980474,sequential_gpt-4o_n5,same_ratio
3.0,political affiliation,2.038269550748752,sequential_gpt-4o_n5,same_ratio
3.0,gender,0.8470405440583106,sequential_gpt-4o_n5,cross_ratio
3.0,age,0.8233585697323867,sequential_gpt-4o_n5,cross_ratio
3.0,race/ethnicity,0.915869830401763,sequential_gpt-4o_n5,cross_ratio
3.0,religion,0.7378916127574934,sequential_gpt-4o_n5,cross_ratio
3.0,political affiliation,0.0,sequential_gpt-4o_n5,cross_ratio
4.0,gender,1.185724113656726,sequential_gpt-4o_n5,same_ratio
4.0,age,1.275029738302934,sequential_gpt-4o_n5,same_ratio
4.0,race/ethnicity,1.2286555039787799,sequential_gpt-4o_n5,same_ratio
4.0,religion,1.4581985022189348,sequential_gpt-4o_n5,same_ratio
4.0,political affiliation,2.038269550748752,sequential_gpt-4o_n5,same_ratio
4.0,gender,0.8211214866863905,sequential_gpt-4o_n5,cross_ratio
4.0,age,0.8552035036687572,sequential_gpt-4o_n5,cross_ratio
4.0,race/ethnicity,0.7943872987477639,sequential_gpt-4o_n5,cross_ratio
4.0,religion,0.7643874203670248,sequential_gpt-4o_n5,cross_ratio
4.0,political affiliation,0.0,sequential_gpt-4o_n5,cross_ratio
5.0,gender,1.146526622296173,sequential_gpt-4o_n5,same_ratio
5.0,age,1.4207474226804124,sequential_gpt-4o_n5,same_ratio
5.0,race/ethnicity,1.0120330459770115,sequential_gpt-4o_n5,same_ratio
5.0,religion,1.3987379807692306,sequential_gpt-4o_n5,same_ratio
5.0,political affiliation,2.038269550748752,sequential_gpt-4o_n5,same_ratio
5.0,gender,0.8588741987179487,sequential_gpt-4o_n5,cross_ratio
