graph_nr,demo,_metric_value,save_name,metric_name
0.0,gender,1.2704282816310717,sequential_gpt-3.5-turbo_temp06,same_ratio
0.0,age,1.2398201760579957,sequential_gpt-3.5-turbo_temp06,same_ratio
0.0,race/ethnicity,1.2440954180444024,sequential_gpt-3.5-turbo_temp06,same_ratio
0.0,religion,1.2101554267650156,sequential_gpt-3.5-turbo_temp06,same_ratio
0.0,political affiliation,1.6473685410161147,sequential_gpt-3.5-turbo_temp06,same_ratio
0.0,gender,0.7395394274675097,sequential_gpt-3.5-turbo_temp06,cross_ratio
0.0,age,0.8377847882103542,sequential_gpt-3.5-turbo_temp06,cross_ratio
0.0,race/ethnicity,0.7805033450143357,sequential_gpt-3.5-turbo_temp06,cross_ratio
0.0,religion,0.8919349103408571,sequential_gpt-3.5-turbo_temp06,cross_ratio
0.0,political affiliation,0.3764927994380049,sequential_gpt-3.5-turbo_temp06,cross_ratio
1.0,gender,1.148638089372225,sequential_gpt-3.5-turbo_temp06,same_ratio
1.0,age,1.372197224279015,sequential_gpt-3.5-turbo_temp06,same_ratio
1.0,race/ethnicity,1.1552200419127454,sequential_gpt-3.5-turbo_temp06,same_ratio
1.0,religion,1.350337335316617,sequential_gpt-3.5-turbo_temp06,same_ratio
1.0,political affiliation,1.587823241191017,sequential_gpt-3.5-turbo_temp06,same_ratio
1.0,gender,0.8568405581527129,sequential_gpt-3.5-turbo_temp06,cross_ratio
1.0,age,0.8667338952003726,sequential_gpt-3.5-turbo_temp06,cross_ratio
1.0,race/ethnicity,0.8604222878924151,sequential_gpt-3.5-turbo_temp06,cross_ratio
1.0,religion,0.8198512589719248,sequential_gpt-3.5-turbo_temp06,cross_ratio
1.0,political affiliation,0.43384332058365205,sequential_gpt-3.5-turbo_temp06,cross_ratio
2.0,gender,1.231034085105682,sequential_gpt-3.5-turbo_temp06,same_ratio
2.0,age,1.187863631723997,sequential_gpt-3.5-turbo_temp06,same_ratio
2.0,race/ethnicity,1.0351229088426084,sequential_gpt-3.5-turbo_temp06,same_ratio
2.0,religion,1.2536890708301598,sequential_gpt-3.5-turbo_temp06,same_ratio
2.0,political affiliation,1.7052849211709855,sequential_gpt-3.5-turbo_temp06,same_ratio
2.0,gender,0.7774815943132776,sequential_gpt-3.5-turbo_temp06,cross_ratio
2.0,age,0.9486183931507857,sequential_gpt-3.5-turbo_temp06,cross_ratio
2.0,race/ethnicity,0.9684166091027708,sequential_gpt-3.5-turbo_temp06,cross_ratio
2.0,religion,0.8695492540601402,sequential_gpt-3.5-turbo_temp06,cross_ratio
2.0,political affiliation,0.320711157654227,sequential_gpt-3.5-turbo_temp06,cross_ratio
3.0,gender,1.0994302425250846,sequential_gpt-3.5-turbo_temp06,same_ratio
3.0,age,1.122565864833906,sequential_gpt-3.5-turbo_temp06,same_ratio
3.0,race/ethnicity,1.2928422152560082,sequential_gpt-3.5-turbo_temp06,same_ratio
3.0,religion,1.3741987179487178,sequential_gpt-3.5-turbo_temp06,same_ratio
3.0,political affiliation,1.655321938183835,sequential_gpt-3.5-turbo_temp06,same_ratio
3.0,gender,0.9042346542346543,sequential_gpt-3.5-turbo_temp06,cross_ratio
3.0,age,0.9028276363351669,sequential_gpt-3.5-turbo_temp06,cross_ratio
3.0,race/ethnicity,0.7366690157387832,sequential_gpt-3.5-turbo_temp06,cross_ratio
3.0,religion,0.80758137618459,sequential_gpt-3.5-turbo_temp06,cross_ratio
3.0,political affiliation,0.3688325563325563,sequential_gpt-3.5-turbo_temp06,cross_ratio
4.0,gender,1.4428200190693412,sequential_gpt-3.5-turbo_temp06,same_ratio
4.0,age,1.3007258967527704,sequential_gpt-3.5-turbo_temp06,same_ratio
4.0,race/ethnicity,1.1984211545912438,sequential_gpt-3.5-turbo_temp06,same_ratio
4.0,religion,1.3730958297320655,sequential_gpt-3.5-turbo_temp06,same_ratio
4.0,political affiliation,1.7405447849090467,sequential_gpt-3.5-turbo_temp06,same_ratio
4.0,gender,0.573501872659176,sequential_gpt-3.5-turbo_temp06,cross_ratio
4.0,age,0.8546711798297106,sequential_gpt-3.5-turbo_temp06,cross_ratio
4.0,race/ethnicity,0.821574775716401,sequential_gpt-3.5-turbo_temp06,cross_ratio
4.0,religion,0.8081484979375285,sequential_gpt-3.5-turbo_temp06,cross_ratio
4.0,political affiliation,0.286750936329588,sequential_gpt-3.5-turbo_temp06,cross_ratio
