graph_nr,metric_name,_metric_value,save_name,node
0.0,density,0.15862068965517243,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
0.0,avg_clustering_coef,0.2457142857142857,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
0.0,prop_nodes_lcc,1.0,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
0.0,radius,0.8820423113856182,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
0.0,diameter,1.1760564151808242,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
0.0,avg_shortest_path,0.684005225381031,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
0.0,modularity,0.42081495484141984,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
1.0,density,0.15862068965517243,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
1.0,avg_clustering_coef,0.3466666666666667,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
1.0,prop_nodes_lcc,1.0,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
1.0,radius,0.8820423113856182,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
1.0,diameter,1.4700705189760301,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
1.0,avg_shortest_path,0.7678161423249519,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
1.0,modularity,0.5159630329762654,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
2.0,density,0.135632183908046,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
2.0,avg_clustering_coef,0.31555555555555553,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
2.0,prop_nodes_lcc,1.0,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
2.0,radius,1.1760564151808242,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
2.0,diameter,1.7640846227712363,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
2.0,avg_shortest_path,0.8448681143540403,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
2.0,modularity,0.509192760700948,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
3.0,density,0.15862068965517243,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
3.0,avg_clustering_coef,0.2758730158730159,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
3.0,prop_nodes_lcc,1.0,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
3.0,radius,0.8820423113856182,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
3.0,diameter,1.1760564151808242,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
3.0,avg_shortest_path,0.6968472207192125,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
3.0,modularity,0.41451375761394665,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
4.0,density,0.1310344827586207,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
4.0,avg_clustering_coef,0.2866666666666667,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
4.0,prop_nodes_lcc,1.0,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
4.0,radius,1.1760564151808242,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
4.0,diameter,1.7640846227712363,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
4.0,avg_shortest_path,0.8651449490985373,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
4.0,modularity,0.4881502000615574,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
5.0,density,0.11724137931034483,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
5.0,avg_clustering_coef,0.30333333333333334,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
5.0,prop_nodes_lcc,0.8666666666666667,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
5.0,radius,0.9207830292904046,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
5.0,diameter,1.5346383821506742,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
5.0,avg_shortest_path,0.8490091726482807,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
5.0,modularity,0.5272971933871587,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
6.0,density,0.12183908045977011,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
6.0,avg_clustering_coef,0.5650793650793651,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
6.0,prop_nodes_lcc,1.0,global-expressive_gpt-4o_w_names_w_interests_w_reason_workplace,
